Time (sec),S:Load (lbs),S:Position (in),Ch:Position (mm),Ch:Load (lbs),Ch:Stress (kPa),Ch:Strain (lbs),Cycles (),Time_P&V (),S:Load_P&V (),S:Position_P&V (),Ch:Position_P&V (),Ch:Load_P&V (),Ch:Stress_P&V (),Ch:Strain_P&V (),Cycles_P&V ()
84.600006,73.281845,0.055378,1.4066,73.281845,16605.90234,0.28132,0,,,,,,,,
84.620003,73.182449,0.055396,1.407069,73.182449,16583.37891,0.281414,0,,,,,,,,
84.640007,73.377632,0.055428,1.407876,73.377632,16627.60938,0.281575,0,,,,,,,,
84.660004,73.517906,0.055455,1.408553,73.517906,16659.39453,0.281711,0,,,,,,,,
84.68,73.562393,0.055468,1.408892,73.562393,16669.47656,0.281778,0,,,,,,,,
84.700005,73.551575,0.055478,1.409152,73.551575,16667.02344,0.28183,0,,,,,,,,
84.720001,73.559586,0.055493,1.409517,73.559586,16668.83984,0.281903,0,,,,,,,,
84.740005,73.600471,0.055502,1.409751,73.600471,16678.10352,0.28195,0,,,,,,,,
84.760002,73.548767,0.055514,1.410064,73.548767,16666.38867,0.282013,0,,,,,,,,
84.780006,73.573212,0.055524,1.410298,73.573212,16671.92773,0.28206,0,,,,,,,,
84.800003,73.477425,0.055537,1.410637,73.477425,16650.22266,0.282127,0,,,,,,,,
84.820007,73.516304,0.055549,1.410949,73.516304,16659.0332,0.28219,0,,,,,,,,
84.840004,73.563995,0.055563,1.411288,73.563995,16669.83984,0.282258,0,,,,,,,,
84.860001,73.527122,0.055576,1.411626,73.527122,16661.48438,0.282325,0,,,,,,,,
84.880005,73.624512,0.055595,1.412121,73.624512,16683.55273,0.282424,0,,,,,,,,
84.900002,73.664993,0.055609,1.412459,73.664993,16692.72656,0.282492,0,,,,,,,,
84.920006,73.638145,0.055616,1.412642,73.638145,16686.64258,0.282528,0,,,,,,,,
84.940002,73.592453,0.055626,1.412902,73.592453,16676.28711,0.28258,0,,,,,,,,
84.960007,73.543961,0.055634,1.413111,73.543961,16665.29883,0.282622,0,,,,,,,,
84.980003,73.553574,0.055645,1.413371,73.553574,16667.47656,0.282674,0,,,,,,,,
85.000008,73.531937,0.055655,1.413631,73.531937,16662.57422,0.282726,0,,,,,,,,
85.020004,73.544762,0.055669,1.413996,73.544762,16665.48047,0.282799,0,,,,,,,,
85.040001,73.603271,0.055682,1.414335,73.603271,16678.73828,0.282867,0,,,,,,,,
85.060005,73.583237,0.055691,1.414543,73.583237,16674.19922,0.282909,0,,,,,,,,
85.080002,73.555176,0.055702,1.414829,73.555176,16667.83984,0.282966,0,,,,,,,,
85.100006,73.566399,0.05572,1.415298,73.566399,16670.38281,0.28306,0,,,,,,,,
85.120003,73.668999,0.055741,1.415819,73.668999,16693.63281,0.283164,0,,,,,,,,
85.140007,73.761581,0.055755,1.416183,73.761581,16714.61328,0.283237,0,,,,,,,,
85.160004,73.7696,0.055774,1.416652,73.7696,16716.42969,0.28333,0,,,,,,,,
85.18,73.836128,0.055795,1.417199,73.836128,16731.50586,0.28344,0,,,,,,,,
85.200005,73.860977,0.055802,1.417382,73.860977,16737.13672,0.283476,0,,,,,,,,
85.220001,73.81649,0.055811,1.41759,73.81649,16727.05469,0.283518,0,,,,,,,,
85.240005,73.787636,0.055821,1.41785,73.787636,16720.51758,0.28357,0,,,,,,,,
85.260002,73.792046,0.055831,1.418111,73.792046,16721.51563,0.283622,0,,,,,,,,
85.280006,73.782425,0.055843,1.418423,73.782425,16719.33594,0.283685,0,,,,,,,,
85.300003,73.781624,0.055854,1.418684,73.781624,16719.1543,0.283737,0,,,,,,,,
85.320007,73.789642,0.055867,1.419022,73.789642,16720.9707,0.283804,0,,,,,,,,
85.340004,73.822105,0.055891,1.419621,73.822105,16728.32813,0.283924,0,,,,,,,,
85.360001,73.953163,0.055908,1.420064,73.953163,16758.02539,0.284013,0,,,,,,,,
85.380005,73.929512,0.055921,1.420402,73.929512,16752.66602,0.284081,0,,,,,,,,
85.400002,73.955566,0.05593,1.420611,73.955566,16758.57031,0.284122,0,,,,,,,,
85.420006,73.969193,0.055946,1.421027,73.969193,16761.6582,0.284205,0,,,,,,,,
85.440002,74.01889,0.055963,1.42147,74.01889,16772.91992,0.284294,0,,,,,,,,
85.460007,74.032913,0.055978,1.421835,74.032913,16776.09766,0.284367,0,,,,,,,,
85.480003,73.992836,0.055991,1.422173,73.992836,16767.01563,0.284435,0,,,,,,,,
85.500008,74.033318,0.056,1.422408,74.033318,16776.18945,0.284482,0,,,,,,,,
85.520004,74.002052,0.056012,1.422694,74.002052,16769.10547,0.284539,0,,,,,,,,
85.540001,74.010475,0.056017,1.422824,74.010475,16771.01367,0.284565,0,,,,,,,,
85.560005,73.983215,0.056034,1.423267,73.983215,16764.83594,0.284653,0,,,,,,,,
85.580002,73.989632,0.056044,1.423528,73.989632,16766.28906,0.284706,0,,,,,,,,
85.600006,74.001656,0.05606,1.423918,74.001656,16769.01367,0.284784,0,,,,,,,,
85.620003,73.972,0.056065,1.424048,73.972,16762.29492,0.28481,0,,,,,,,,
85.640007,73.917892,0.056073,1.424257,73.917892,16750.0332,0.284851,0,,,,,,,,
85.660004,74.011673,0.056097,1.424856,74.011673,16771.2832,0.284971,0,,,,,,,,
85.68,74.056961,0.056114,1.425298,74.056961,16781.54688,0.28506,0,,,,,,,,
85.700005,74.146744,0.056128,1.425663,74.146744,16801.89063,0.285133,0,,,,,,,,
85.720001,74.083015,0.056137,1.425871,74.083015,16787.45117,0.285174,0,,,,,,,,
85.740005,74.052155,0.056149,1.426184,74.052155,16780.45703,0.285237,0,,,,,,,,
85.760002,74.151947,0.056169,1.426705,74.151947,16803.07031,0.285341,0,,,,,,,,
85.780006,74.168381,0.056185,1.427095,74.168381,16806.79492,0.285419,0,,,,,,,,
85.800003,74.184013,0.05619,1.427225,74.184013,16810.33789,0.285445,0,,,,,,,,
85.820007,74.13311,0.0562,1.427486,74.13311,16798.80273,0.285497,0,,,,,,,,
85.840004,74.151146,0.056218,1.427929,74.151146,16802.88867,0.285586,0,,,,,,,,
85.860001,74.155556,0.056223,1.428059,74.155556,16803.88867,0.285612,0,,,,,,,,
85.880005,74.10907,0.056239,1.428475,74.10907,16793.35547,0.285695,0,,,,,,,,
85.900002,74.192429,0.056259,1.42897,74.192429,16812.24414,0.285794,0,,,,,,,,
85.920006,74.268982,0.056284,1.429621,74.268982,16829.5918,0.285924,0,,,,,,,,
85.940002,74.410057,0.056302,1.430064,74.410057,16861.55859,0.286013,0,,,,,,,,
85.960007,74.423286,0.056314,1.430377,74.423286,16864.55664,0.286075,0,,,,,,,,
85.980003,74.395226,0.056326,1.430689,74.395226,16858.19922,0.286138,0,,,,,,,,
86.000008,74.405647,0.056343,1.431106,74.405647,16860.56055,0.286221,0,,,,,,,,
86.020004,74.403641,0.056359,1.431522,74.403641,16860.10547,0.286305,0,,,,,,,,
86.040001,74.433304,0.056368,1.431757,74.433304,16866.82617,0.286351,0,,,,,,,,
86.060005,74.411659,0.056376,1.431939,74.411659,16861.92188,0.286388,0,,,,,,,,
86.080002,74.336311,0.056383,1.432122,74.336311,16844.84766,0.286424,0,,,,,,,,
86.100006,74.341522,0.056392,1.432356,74.341522,16846.0293,0.286471,0,,,,,,,,
86.120003,74.291824,0.056405,1.432694,74.291824,16834.76758,0.286539,0,,,,,,,,
86.140007,74.287415,0.056419,1.433033,74.287415,16833.76758,0.286607,0,,,,,,,,
86.160004,74.357155,0.056436,1.433476,74.357155,16849.57227,0.286695,0,,,,,,,,
86.18,74.379997,0.056455,1.433944,74.379997,16854.74609,0.286789,0,,,,,,,,
86.200005,74.434502,0.056463,1.434153,74.434502,16867.09766,0.286831,0,,,,,,,,
86.220001,74.447327,0.056478,1.434543,74.447327,16870.00391,0.286909,0,,,,,,,,
86.240005,74.428894,0.05649,1.434856,74.428894,16865.82813,0.286971,0,,,,,,,,
86.260002,74.487808,0.056506,1.435247,74.487808,16879.17773,0.287049,0,,,,,,,,
86.280006,74.435707,0.056518,1.435559,74.435707,16867.37305,0.287112,0,,,,,,,,
86.300003,74.446526,0.056529,1.435846,74.446526,16869.82422,0.287169,0,,,,,,,,
86.320007,74.481796,0.056543,1.436184,74.481796,16877.81641,0.287237,0,,,,,,,,
86.340004,74.511856,0.05656,1.436627,74.511856,16884.62891,0.287325,0,,,,,,,,
86.360001,74.544724,0.056571,1.436913,74.544724,16892.07422,0.287383,0,,,,,,,,
86.380005,74.531898,0.056587,1.437304,74.531898,16889.16992,0.287461,0,,,,,,,,
86.400002,74.553535,0.056604,1.437747,74.553535,16894.07227,0.287549,0,,,,,,,,
86.420006,74.598022,0.056619,1.438111,74.598022,16904.15234,0.287622,0,,,,,,,,
86.440002,74.629288,0.056636,1.438554,74.629288,16911.23828,0.287711,0,,,,,,,,
86.460007,74.636902,0.056646,1.438814,74.636902,16912.96289,0.287763,0,,,,,,,,
86.480003,74.630089,0.056653,1.438997,74.630089,16911.41992,0.287799,0,,,,,,,,
86.500008,74.579994,0.056668,1.439361,74.579994,16900.06836,0.287872,0,,,,,,,,
86.520004,74.64492,0.056684,1.439778,74.64492,16914.7793,0.287956,0,,,,,,,,
86.540001,74.614861,0.056691,1.43996,74.614861,16907.9668,0.287992,0,,,,,,,,
86.560005,74.594818,0.056704,1.440273,74.594818,16903.42578,0.288055,0,,,,,,,,
86.580002,74.568771,0.056714,1.440533,74.568771,16897.52539,0.288107,0,,,,,,,,
86.600006,74.585999,0.056724,1.440794,74.585999,16901.42773,0.288159,0,,,,,,,,
86.620003,74.610847,0.056736,1.441106,74.610847,16907.05859,0.288221,0,,,,,,,,
86.640007,74.599228,0.05675,1.441445,74.599228,16904.42578,0.288289,0,,,,,,,,
86.660004,74.662155,0.056768,1.441913,74.662155,16918.68555,0.288383,0,,,,,,,,
86.68,74.677383,0.056782,1.442252,74.677383,16922.13672,0.28845,0,,,,,,,,
86.700005,74.620872,0.056785,1.44233,74.620872,16909.33203,0.288466,0,,,,,,,,
86.720001,74.616463,0.056798,1.442669,74.616463,16908.33008,0.288534,0,,,,,,,,
86.740005,74.622871,0.05681,1.442981,74.622871,16909.7832,0.288596,0,,,,,,,,
86.760002,74.638908,0.056815,1.443111,74.638908,16913.41797,0.288622,0,,,,,,,,
86.780006,74.568771,0.056815,1.443111,74.568771,16897.52539,0.288622,0,,,,,,,,
86.800003,74.429695,0.05682,1.443215,74.429695,16866.00781,0.288643,0,,,,,,,,
86.820007,74.491814,0.056844,1.443841,74.491814,16880.08594,0.288768,0,,,,,,,,
86.840004,74.604439,0.056871,1.444518,74.604439,16905.60742,0.288904,0,,,,,,,,
86.860001,74.711853,0.056876,1.444648,74.711853,16929.94727,0.28893,0,,,,,,,,
86.880005,74.70063,0.056893,1.445091,74.70063,16927.4043,0.289018,0,,,,,,,,
86.900002,74.783592,0.056921,1.445794,74.783592,16946.20313,0.289159,0,,,,,,,,
86.920006,74.901825,0.056938,1.446236,74.901825,16972.99609,0.289247,0,,,,,,,,
86.940002,74.911041,0.05695,1.446523,74.911041,16975.08398,0.289305,0,,,,,,,,
86.960007,74.870964,0.056957,1.446705,74.870964,16966.00195,0.289341,0,,,,,,,,
86.980003,74.823669,0.056961,1.446809,74.823669,16955.28516,0.289362,0,,,,,,,,
87.000008,74.777176,0.056975,1.447174,74.777176,16944.75,0.289435,0,,,,,,,,
87.020004,74.866951,0.056991,1.447565,74.866951,16965.0918,0.289513,0,,,,,,,,
87.040001,74.842903,0.056996,1.447695,74.842903,16959.64453,0.289539,0,,,,,,,,
87.060005,74.818863,0.05701,1.448059,74.818863,16954.19531,0.289612,0,,,,,,,,
87.080002,74.820465,0.057028,1.448502,74.820465,16954.55859,0.2897,0,,,,,,,,
87.100006,74.882988,0.057045,1.448945,74.882988,16968.72656,0.289789,0,,,,,,,,
87.120003,74.969955,0.057058,1.449283,74.969955,16988.43359,0.289857,0,,,,,,,,
87.140007,74.979172,0.057074,1.449674,74.979172,16990.52148,0.289935,0,,,,,,,,
87.160004,75.019653,0.057092,1.450143,75.019653,16999.69531,0.290029,0,,,,,,,,
87.180008,75.074959,0.057102,1.450403,75.074959,17012.22852,0.290081,0,,,,,,,,
87.200005,75.030472,0.057112,1.450638,75.030472,17002.14648,0.290128,0,,,,,,,,
87.220001,75.040894,0.057125,1.450976,75.040894,17004.50977,0.290195,0,,,,,,,,
87.240005,74.991997,0.057128,1.451054,74.991997,16993.42773,0.290211,0,,,,,,,,
87.260002,74.91465,0.057134,1.45121,74.91465,16975.90234,0.290242,0,,,,,,,,
87.280006,74.936287,0.057145,1.451471,74.936287,16980.80469,0.290294,0,,,,,,,,
87.300003,74.903824,0.057154,1.451705,74.903824,16973.44922,0.290341,0,,,,,,,,
87.320007,74.925873,0.057167,1.452044,74.925873,16978.44336,0.290409,0,,,,,,,,
87.340004,74.90062,0.057179,1.452356,74.90062,16972.72266,0.290471,0,,,,,,,,
87.360001,74.907837,0.057194,1.452721,74.907837,16974.35742,0.290544,0,,,,,,,,
87.380005,74.997612,0.057216,1.453294,74.997612,16994.70117,0.290659,0,,,,,,,,
87.400002,75.120651,0.057241,1.453919,75.120651,17022.58203,0.290784,0,,,,,,,,
87.420006,75.236076,0.057258,1.454362,75.236076,17048.73828,0.290872,0,,,,,,,,
87.440002,75.305016,0.05728,1.454909,75.305016,17064.35938,0.290982,0,,,,,,,,
87.460007,75.326256,0.057292,1.455221,75.326256,17069.17188,0.291044,0,,,,,,,,
87.480003,75.281769,0.057298,1.455377,75.281769,17059.0918,0.291075,0,,,,,,,,
87.500008,75.241287,0.057309,1.455638,75.241287,17049.91992,0.291128,0,,,,,,,,
87.520004,75.234077,0.057318,1.455872,75.234077,17048.28516,0.291174,0,,,,,,,,
87.540001,75.213631,0.057329,1.456159,75.213631,17043.65234,0.291232,0,,,,,,,,
87.560005,75.174759,0.057331,1.456211,75.174759,17034.84375,0.291242,0,,,,,,,,
87.580002,75.106621,0.057334,1.456289,75.106621,17019.40234,0.291258,0,,,,,,,,
87.600006,75.075363,0.057351,1.456705,75.075363,17012.31836,0.291341,0,,,,,,,,
87.620003,75.169144,0.057378,1.457409,75.169144,17033.57031,0.291482,0,,,,,,,,
87.640007,75.288177,0.057399,1.457929,75.288177,17060.54492,0.291586,0,,,,,,,,
87.660004,75.365135,0.057417,1.458398,75.365135,17077.98242,0.29168,0,,,,,,,,
87.680008,75.401199,0.057426,1.458633,75.401199,17086.1543,0.291727,0,,,,,,,,
87.700005,75.359924,0.057435,1.458841,75.359924,17076.80273,0.291768,0,,,,,,,,
87.720001,75.329063,0.057442,1.459023,75.329063,17069.80859,0.291805,0,,,,,,,,
87.740005,75.257317,0.057448,1.459179,75.257317,17053.55273,0.291836,0,,,,,,,,
87.760002,75.220848,0.057457,1.459414,75.220848,17045.28711,0.291883,0,,,,,,,,
87.780006,75.233276,0.057476,1.459883,75.233276,17048.10352,0.291977,0,,,,,,,,
87.800003,75.280968,0.057487,1.460169,75.280968,17058.91016,0.292034,0,,,,,,,,
87.820007,75.348701,0.057505,1.460638,75.348701,17074.25977,0.292128,0,,,,,,,,
87.840004,75.427254,0.05753,1.461263,75.427254,17092.05859,0.292253,0,,,,,,,,
87.860001,75.485771,0.057547,1.461706,75.485771,17105.32031,0.292341,0,,,,,,,,
87.880005,75.496185,0.057558,1.461966,75.496185,17107.67969,0.292393,0,,,,,,,,
87.900002,75.456909,0.057567,1.4622,75.456909,17098.7793,0.29244,0,,,,,,,,
87.920006,75.450096,0.057576,1.462435,75.450096,17097.23633,0.292487,0,,,,,,,,
87.940002,75.447296,0.057591,1.462799,75.447296,17096.59961,0.29256,0,,,,,,,,
87.960007,75.48056,0.05761,1.463294,75.48056,17104.13867,0.292659,0,,,,,,,,
87.980003,75.567131,0.057621,1.463581,75.567131,17123.75586,0.292716,0,,,,,,,,
88.000008,75.486969,0.057631,1.463815,75.486969,17105.5918,0.292763,0,,,,,,,,
88.020004,75.4505,0.057642,1.464102,75.4505,17097.32617,0.29282,0,,,,,,,,
88.040001,75.514221,0.05766,1.46457,75.514221,17111.76563,0.292914,0,,,,,,,,
88.060005,75.563919,0.057681,1.465091,75.563919,17123.0293,0.293018,0,,,,,,,,
88.080002,75.677345,0.057698,1.465534,75.677345,17148.73242,0.293107,0,,,,,,,,
88.100006,75.647285,0.057706,1.465742,75.647285,17141.91992,0.293148,0,,,,,,,,
88.120003,75.611618,0.057717,1.466003,75.611618,17133.83789,0.293201,0,,,,,,,,
88.140007,75.565926,0.057721,1.466107,75.565926,17123.48242,0.293221,0,,,,,,,,
88.160004,75.476952,0.057721,1.466107,75.476952,17103.32031,0.293221,0,,,,,,,,
88.180008,75.406013,0.057736,1.466497,75.406013,17087.24609,0.293299,0,,,,,,,,
88.200005,75.474548,0.057749,1.466836,75.474548,17102.77734,0.293367,0,,,,,,,,
88.220001,75.507812,0.057765,1.467227,75.507812,17110.31445,0.293445,0,,,,,,,,
88.240005,75.525047,0.05778,1.467617,75.525047,17114.21875,0.293523,0,,,,,,,,
88.260002,75.595985,0.057791,1.467904,75.595985,17130.29492,0.293581,0,,,,,,,,
88.280006,75.551094,0.057804,1.468216,75.551094,17120.12305,0.293643,0,,,,,,,,
88.300003,75.56472,0.057821,1.468659,75.56472,17123.20898,0.293732,0,,,,,,,,
88.320007,75.619232,0.057835,1.468997,75.619232,17135.5625,0.2938,0,,,,,,,,
88.340004,75.662514,0.057851,1.469414,75.662514,17145.36914,0.293883,0,,,,,,,,
88.360001,75.738266,0.057876,1.470039,75.738266,17162.53516,0.294008,0,,,,,,,,
88.380005,75.829239,0.057889,1.470378,75.829239,17183.15039,0.294076,0,,,,,,,,
88.400002,75.77153,0.057897,1.470586,75.77153,17170.07422,0.294117,0,,,,,,,,
88.420006,75.683357,0.057901,1.47069,75.683357,17150.09375,0.294138,0,,,,,,,,
88.440002,75.681755,0.057912,1.470977,75.681755,17149.73047,0.294195,0,,,,,,,,
88.460007,75.666924,0.057926,1.471315,75.666924,17146.36914,0.294263,0,,,,,,,,
88.480003,75.705002,0.057937,1.471602,75.705002,17154.99805,0.29432,0,,,,,,,,
88.500008,75.737465,0.057948,1.471888,75.737465,17162.35352,0.294378,0,,,,,,,,
88.520004,75.642876,0.057955,1.472044,75.642876,17140.91992,0.294409,0,,,,,,,,
88.540001,75.667328,0.057973,1.472513,75.667328,17146.46094,0.294503,0,,,,,,,,
88.560005,75.745476,0.057993,1.473034,75.745476,17164.16992,0.294607,0,,,,,,,,
88.580002,75.785156,0.058006,1.473346,75.785156,17173.16016,0.294669,0,,,,,,,,
88.600006,75.791168,0.058011,1.473477,75.791168,17174.52344,0.294695,0,,,,,,,,
88.620003,75.743073,0.058032,1.474024,75.743073,17163.625,0.294805,0,,,,,,,,
88.640007,75.878136,0.058048,1.474414,75.878136,17194.23242,0.294883,0,,,,,,,,
88.660004,75.911003,0.058068,1.474935,75.911003,17201.67773,0.294987,0,,,,,,,,
88.680008,75.885353,0.058078,1.47517,75.885353,17195.86719,0.295034,0,,,,,,,,
88.700005,75.898582,0.05809,1.475482,75.898582,17198.86328,0.295096,0,,,,,,,,
88.720001,75.889763,0.058105,1.475873,75.889763,17196.86523,0.295175,0,,,,,,,,
88.740005,75.979538,0.058123,1.476315,75.979538,17217.20898,0.295263,0,,,,,,,,
88.760002,76.007195,0.058139,1.476732,76.007195,17223.47656,0.295346,0,,,,,,,,
88.780006,76.002785,0.058148,1.476967,76.002785,17222.47656,0.295393,0,,,,,,,,
88.800003,75.99437,0.058163,1.477331,75.99437,17220.57031,0.295466,0,,,,,,,,
88.820007,75.992363,0.058172,1.477565,75.992363,17220.11523,0.295513,0,,,,,,,,
88.840004,75.927834,0.05818,1.477774,75.927834,17205.49219,0.295555,0,,,,,,,,
88.860001,75.952682,0.058193,1.478112,75.952682,17211.12305,0.295622,0,,,,,,,,
88.880005,75.965111,0.058206,1.478425,75.965111,17213.93945,0.295685,0,,,,,,,,
88.900002,75.974327,0.058221,1.478815,75.974327,17216.0293,0.295763,0,,,,,,,,
88.920006,76.034843,0.058242,1.479336,76.034843,17229.74219,0.295867,0,,,,,,,,
88.940002,76.089355,0.058263,1.479883,76.089355,17242.09375,0.295977,0,,,,,,,,
88.960007,76.158287,0.05828,1.4803,76.158287,17257.71484,0.29606,0,,,,,,,,
88.980003,76.131035,0.058289,1.480534,76.131035,17251.53906,0.296107,0,,,,,,,,
89.000008,76.143059,0.058298,1.480769,76.143059,17254.26172,0.296154,0,,,,,,,,
89.020004,76.093765,0.058303,1.480899,76.093765,17243.09375,0.29618,0,,,,,,,,
89.040001,76.040459,0.058312,1.481133,76.040459,17231.01367,0.296227,0,,,,,,,,
89.060005,76.009598,0.058322,1.481368,76.009598,17224.01953,0.296274,0,,,,,,,,
89.080002,75.912209,0.058328,1.481524,75.912209,17201.95313,0.296305,0,,,,,,,,
89.100006,75.960701,0.058344,1.481941,75.960701,17212.93945,0.296388,0,,,,,,,,
89.120003,76.028435,0.058371,1.482618,76.028435,17228.28906,0.296524,0,,,,,,,,
89.140007,76.19075,0.058392,1.483165,76.19075,17265.07031,0.296633,0,,,,,,,,
89.160004,76.24205,0.058404,1.483451,76.24205,17276.69531,0.29669,0,,,,,,,,
89.180008,76.173119,0.058412,1.483659,76.173119,17261.07422,0.296732,0,,,,,,,,
89.200005,76.161095,0.058419,1.483842,76.161095,17258.35156,0.296768,0,,,,,,,,
89.220001,76.112198,0.058439,1.484362,76.112198,17247.26953,0.296872,0,,,,,,,,
89.240005,76.2136,0.058457,1.484805,76.2136,17270.24805,0.296961,0,,,,,,,,
89.260002,76.246864,0.058462,1.484935,76.246864,17277.78711,0.296987,0,,,,,,,,
89.280006,76.152275,0.058466,1.48504,76.152275,17256.35156,0.297008,0,,,,,,,,
89.300003,76.16069,0.058482,1.48543,76.16069,17258.25781,0.297086,0,,,,,,,,
89.320007,76.133041,0.058496,1.485795,76.133041,17251.99414,0.297159,0,,,,,,,,
89.340004,76.167107,0.058513,1.486238,76.167107,17259.71289,0.297247,0,,,,,,,,
89.360001,76.264496,0.058538,1.486863,76.264496,17281.78125,0.297373,0,,,,,,,,
89.380005,76.38353,0.058563,1.487488,76.38353,17308.75586,0.297498,0,,,,,,,,
89.400002,76.460083,0.058579,1.487904,76.460083,17326.10352,0.297581,0,,,,,,,,
89.420006,76.48333,0.058585,1.48806,76.48333,17331.37109,0.297612,0,,,,,,,,
89.440002,76.375114,0.058594,1.488295,76.375114,17306.84766,0.297659,0,,,,,,,,
89.460007,76.360687,0.058602,1.488503,76.360687,17303.57813,0.297701,0,,,,,,,,
89.480003,76.300163,0.058615,1.488816,76.300163,17289.86328,0.297763,0,,,,,,,,
89.500008,76.321808,0.058627,1.489128,76.321808,17294.76758,0.297826,0,,,,,,,,
89.520004,76.354675,0.058642,1.489519,76.354675,17302.21484,0.297904,0,,,,,,,,
89.540001,76.3675,0.058654,1.489805,76.3675,17305.12305,0.297961,0,,,,,,,,
89.560005,76.37632,0.05867,1.490222,76.37632,17307.12109,0.298044,0,,,,,,,,
89.580002,76.414391,0.058687,1.490639,76.414391,17315.74805,0.298128,0,,,,,,,,
89.600006,76.442848,0.058701,1.491003,76.442848,17322.19727,0.298201,0,,,,,,,,
89.620003,76.468094,0.058718,1.491446,76.468094,17327.91602,0.298289,0,,,,,,,,
89.640007,76.459282,0.058731,1.491758,76.459282,17325.91992,0.298352,0,,,,,,,,
89.660004,76.517395,0.058746,1.492149,76.517395,17339.08984,0.29843,0,,,,,,,,
89.680008,76.503769,0.058753,1.492331,76.503769,17336,0.298466,0,,,,,,,,
89.700005,76.480118,0.05876,1.492514,76.480118,17330.64258,0.298503,0,,,,,,,,
89.720001,76.391945,0.05876,1.492514,76.391945,17310.66016,0.298503,0,,,,,,,,
89.740005,76.259285,0.058769,1.492722,76.259285,17280.60156,0.298544,0,,,,,,,,
89.760002,76.327019,0.058788,1.493217,76.327019,17295.94922,0.298643,0,,,,,,,,
89.780006,76.392349,0.058808,1.493712,76.392349,17310.75391,0.298742,0,,,,,,,,
89.800003,76.464088,0.058822,1.494076,76.464088,17327.00977,0.298815,0,,,,,,,,
89.820007,76.50457,0.058836,1.494441,76.50457,17336.18359,0.298888,0,,,,,,,,
89.840004,76.502563,0.058854,1.494884,76.502563,17335.72656,0.298977,0,,,,,,,,
89.860001,76.569496,0.05887,1.4953,76.569496,17350.89453,0.29906,0,,,,,,,,
89.880005,76.594345,0.058882,1.495613,76.594345,17356.52539,0.299123,0,,,,,,,,
89.900002,76.580719,0.058897,1.495977,76.580719,17353.4375,0.299195,0,,,,,,,,
89.920006,76.626808,0.058912,1.496368,76.626808,17363.88086,0.299274,0,,,,,,,,
89.940002,76.646446,0.058923,1.496655,76.646446,17368.33203,0.299331,0,,,,,,,,
89.960007,76.658066,0.058938,1.497019,76.658066,17370.96484,0.299404,0,,,,,,,,
89.980003,76.620796,0.058939,1.497045,76.620796,17362.51953,0.299409,0,,,,,,,,
90.000008,76.526207,0.05895,1.497332,76.526207,17341.08594,0.299466,0,,,,,,,,
90.020004,76.524208,0.05896,1.497592,76.524208,17340.63281,0.299518,0,,,,,,,,
90.040001,76.514587,0.058967,1.497774,76.514587,17338.45313,0.299555,0,,,,,,,,
90.060005,76.555069,0.058984,1.498191,76.555069,17347.625,0.299638,0,,,,,,,,
90.080002,76.566292,0.058999,1.498582,76.566292,17350.16797,0.299716,0,,,,,,,,
90.100006,76.662476,0.059022,1.499155,76.662476,17371.96484,0.299831,0,,,,,,,,
90.120003,76.737823,0.059044,1.499727,76.737823,17389.03906,0.299946,0,,,,,,,,
90.140007,76.80957,0.059059,1.500092,76.80957,17405.29688,0.300018,0,,,,,,,,
90.160004,76.813576,0.059068,1.500327,76.813576,17406.20313,0.300065,0,,,,,,,,
90.180008,76.757462,0.059074,1.500483,76.757462,17393.48828,0.300097,0,,,,,,,,
90.200005,76.724197,0.059077,1.500561,76.724197,17385.95117,0.300112,0,,,,,,,,
90.220001,76.656067,0.059086,1.500795,76.656067,17370.51367,0.300159,0,,,,,,,,
90.240005,76.619995,0.059094,1.500978,76.619995,17362.33984,0.300196,0,,,,,,,,
90.260002,76.590736,0.059103,1.501212,76.590736,17355.70898,0.300242,0,,,,,,,,
90.280006,76.574303,0.059112,1.501446,76.574303,17351.98438,0.300289,0,,,,,,,,
90.300003,76.595551,0.059132,1.501941,76.595551,17356.79883,0.300388,0,,,,,,,,
90.320007,76.693336,0.059148,1.502358,76.693336,17378.95898,0.300472,0,,,,,,,,
90.340004,76.730614,0.059158,1.502618,76.730614,17387.40625,0.300524,0,,,,,,,,
90.360001,76.718987,0.059162,1.502722,76.718987,17384.76953,0.300544,0,,,,,,,,
90.380005,76.651657,0.059179,1.503139,76.651657,17369.51172,0.300628,0,,,,,,,,
90.400002,76.707367,0.0592,1.503686,76.707367,17382.13867,0.300737,0,,,,,,,,
90.420006,76.844032,0.059212,1.503972,76.844032,17413.10547,0.300794,0,,,,,,,,
90.440002,76.751854,0.059212,1.503972,76.751854,17392.21875,0.300794,0,,,,,,,,
90.460007,76.70015,0.059221,1.504207,76.70015,17380.50195,0.300841,0,,,,,,,,
90.480003,76.740234,0.059243,1.50478,76.740234,17389.58398,0.300956,0,,,,,,,,
90.500008,76.826401,0.059258,1.505144,76.826401,17409.11133,0.301029,0,,,,,,,,
90.520004,76.853653,0.059276,1.505613,76.853653,17415.28711,0.301123,0,,,,,,,,
90.540001,76.903755,0.059285,1.505847,76.903755,17426.63867,0.301169,0,,,,,,,,
90.560005,76.876495,0.059297,1.506134,76.876495,17420.46289,0.301227,0,,,,,,,,
90.580002,76.889725,0.059312,1.506525,76.889725,17423.45898,0.301305,0,,,,,,,,
90.600006,77.017578,0.059341,1.507254,77.017578,17452.43164,0.301451,0,,,,,,,,
