Time (sec),S:Load (lbs),S:Position (in),Ch:Position (mm),Ch:Load (lbs),Ch:Stress (kPa),Ch:Strain (lbs),Cycles (),Time_P&V (),S:Load_P&V (),S:Position_P&V (),Ch:Position_P&V (),Ch:Load_P&V (),Ch:Stress_P&V (),Ch:Strain_P&V (),Cycles_P&V ()
198.440002,187.949326,0.130058,3.303473,187.949326,42589.92188,0.660695,0,,,,,,,,
198.460007,188.042709,0.130072,3.303838,188.042709,42611.08594,0.660768,0,,,,,,,,
198.480011,188.182983,0.130087,3.304203,188.182983,42642.875,0.660841,0,,,,,,,,
198.500015,188.180573,0.130102,3.304593,188.180573,42642.32422,0.660919,0,,,,,,,,
198.520004,188.282379,0.130111,3.304827,188.282379,42665.39844,0.660966,0,,,,,,,,
198.540009,188.189789,0.130128,3.305244,188.189789,42644.41406,0.661049,0,,,,,,,,
198.560013,188.399399,0.130147,3.305739,188.399399,42691.91016,0.661148,0,,,,,,,,
198.580002,188.459915,0.130155,3.305948,188.459915,42705.625,0.661189,0,,,,,,,,
198.600006,188.358917,0.130155,3.305948,188.358917,42682.74219,0.661189,0,,,,,,,,
198.62001,188.152115,0.130155,3.305948,188.152115,42635.875,0.661189,0,,,,,,,,
198.640015,187.986191,0.130169,3.306286,187.986191,42598.27734,0.661257,0,,,,,,,,
198.660004,188.280777,0.1302,3.307067,188.280777,42665.03125,0.661413,0,,,,,,,,
198.680008,188.446289,0.130219,3.307562,188.446289,42702.53906,0.661512,0,,,,,,,,
198.700012,188.69519,0.130232,3.3079,188.69519,42758.94141,0.66158,0,,,,,,,,
198.720016,188.592987,0.130245,3.308213,188.592987,42735.77734,0.661643,0,,,,,,,,
198.740005,188.708817,0.130258,3.308552,188.708817,42762.02734,0.66171,0,,,,,,,,
198.76001,188.803802,0.130273,3.308943,188.803802,42783.55469,0.661789,0,,,,,,,,
198.780014,188.823029,0.130288,3.309307,188.823029,42787.91016,0.661861,0,,,,,,,,
198.800003,188.913208,0.130303,3.309698,188.913208,42808.34375,0.66194,0,,,,,,,,
198.820007,188.883148,0.130316,3.310036,188.883148,42801.53125,0.662007,0,,,,,,,,
198.840012,189.013412,0.130332,3.310427,189.013412,42831.05078,0.662085,0,,,,,,,,
198.860016,188.965317,0.130335,3.310505,188.965317,42820.14844,0.662101,0,,,,,,,,
198.880005,188.972931,0.130346,3.310791,188.972931,42821.875,0.662158,0,,,,,,,,
198.900009,188.817429,0.130351,3.310922,188.817429,42786.63672,0.662184,0,,,,,,,,
198.920013,188.823029,0.130358,3.311104,188.823029,42787.91016,0.662221,0,,,,,,,,
198.940002,188.762115,0.130372,3.311442,188.762115,42774.10547,0.662288,0,,,,,,,,
198.960007,188.77655,0.13038,3.311651,188.77655,42777.375,0.66233,0,,,,,,,,
198.980011,188.816223,0.130396,3.312067,188.816223,42786.36719,0.662413,0,,,,,,,,
199.000015,188.96051,0.130423,3.312744,188.96051,42819.0625,0.662549,0,,,,,,,,
199.020004,189.295166,0.130445,3.313291,189.295166,42894.89844,0.662658,0,,,,,,,,
199.040009,189.435028,0.130459,3.313656,189.435028,42926.58594,0.662731,0,,,,,,,,
199.060013,189.398972,0.130466,3.313838,189.398972,42918.41797,0.662768,0,,,,,,,,
199.080002,189.286346,0.130468,3.31389,189.286346,42892.89844,0.662778,0,,,,,,,,
199.100006,189.152481,0.130474,3.314047,189.152481,42862.56641,0.662809,0,,,,,,,,
199.12001,189.095566,0.130484,3.314281,189.095566,42849.66797,0.662856,0,,,,,,,,
199.140015,189.095169,0.130497,3.31462,189.095169,42849.57813,0.662924,0,,,,,,,,
199.160004,189.169312,0.130511,3.314984,189.169312,42866.375,0.662997,0,,,,,,,,
199.180008,189.233841,0.130529,3.315427,189.233841,42881,0.663085,0,,,,,,,,
199.200012,189.357681,0.130541,3.315739,189.357681,42909.0625,0.663148,0,,,,,,,,
199.220016,189.378525,0.130551,3.316,189.378525,42913.78516,0.6632,0,,,,,,,,
199.240005,189.347672,0.130552,3.316026,189.347672,42906.79297,0.663205,0,,,,,,,,
199.26001,189.156891,0.130555,3.316104,189.156891,42863.5625,0.663221,0,,,,,,,,
199.280014,189.126831,0.130578,3.316677,189.126831,42856.75,0.663335,0,,,,,,,,
199.300003,189.462296,0.130604,3.317354,189.462296,42932.76953,0.663471,0,,,,,,,,
199.320007,189.607376,0.130617,3.317667,189.607376,42965.64453,0.663533,0,,,,,,,,
199.340012,189.671494,0.130632,3.318057,189.671494,42980.17188,0.663611,0,,,,,,,,
199.360016,189.680725,0.130635,3.318135,189.680725,42982.26563,0.663627,0,,,,,,,,
199.380005,189.529617,0.130635,3.318135,189.529617,42948.02344,0.663627,0,,,,,,,,
199.400009,189.398163,0.130636,3.318161,189.398163,42918.23438,0.663632,0,,,,,,,,
199.420013,189.167709,0.130638,3.318213,189.167709,42866.01563,0.663643,0,,,,,,,,
199.440002,189.270309,0.130672,3.319073,189.270309,42889.26563,0.663815,0,,,,,,,,
199.460007,189.69194,0.130698,3.319724,189.69194,42984.80469,0.663945,0,,,,,,,,
199.480011,189.915176,0.130721,3.320323,189.915176,43035.39063,0.664065,0,,,,,,,,
199.500015,190.196533,0.130745,3.320922,190.196533,43099.15234,0.664184,0,,,,,,,,
199.520004,190.347229,0.130763,3.321391,190.347229,43133.29688,0.664278,0,,,,,,,,
199.540009,190.528381,0.130783,3.321885,190.528381,43174.34766,0.664377,0,,,,,,,,
199.560013,190.645004,0.1308,3.322328,190.645004,43200.77344,0.664466,0,,,,,,,,
199.580017,190.684692,0.130806,3.322484,190.684692,43209.76953,0.664497,0,,,,,,,,
199.600006,190.519562,0.130816,3.322719,190.519562,43172.34766,0.664544,0,,,,,,,,
199.62001,190.478683,0.130825,3.322953,190.478683,43163.08594,0.664591,0,,,,,,,,
199.640015,190.521561,0.13083,3.323083,190.521561,43172.80078,0.664617,0,,,,,,,,
199.660004,190.408142,0.130841,3.32337,190.408142,43147.10156,0.664674,0,,,,,,,,
199.680008,190.470261,0.130853,3.323656,190.470261,43161.17578,0.664731,0,,,,,,,,
199.700012,190.441818,0.130863,3.323917,190.441818,43154.73047,0.664783,0,,,,,,,,
199.720016,190.418167,0.130878,3.324307,190.418167,43149.37109,0.664862,0,,,,,,,,
199.740005,190.603333,0.130898,3.324802,190.603333,43191.32813,0.664961,0,,,,,,,,
199.76001,190.729172,0.13092,3.325375,190.729172,43219.84766,0.665075,0,,,,,,,,
199.780014,191.044189,0.130943,3.325948,191.044189,43291.23047,0.66519,0,,,,,,,,
199.800003,191.094299,0.130952,3.326182,191.094299,43302.58594,0.665236,0,,,,,,,,
199.820007,191.03978,0.130956,3.326286,191.03978,43290.23047,0.665257,0,,,,,,,,
199.840012,190.861832,0.130965,3.326521,190.861832,43249.90625,0.665304,0,,,,,,,,
199.860016,190.909531,0.130971,3.326651,190.909531,43260.71484,0.66533,0,,,,,,,,
199.880005,190.71756,0.130971,3.326651,190.71756,43217.21484,0.66533,0,,,,,,,,
199.900009,190.540405,0.130981,3.326912,190.540405,43177.07031,0.665382,0,,,,,,,,
199.920013,190.797714,0.131011,3.327667,190.797714,43235.375,0.665533,0,,,,,,,,
199.940002,191.128357,0.131037,3.328344,191.128357,43310.30469,0.665669,0,,,,,,,,
199.960007,191.283463,0.13105,3.328683,191.283463,43345.44922,0.665737,0,,,,,,,,
199.980011,191.33316,0.131062,3.328969,191.33316,43356.71094,0.665794,0,,,,,,,,
200.000015,191.310318,0.131078,3.329386,191.310318,43351.53516,0.665877,0,,,,,,,,
200.020004,191.464218,0.131092,3.329724,191.464218,43386.41016,0.665945,0,,,,,,,,
200.040009,191.426544,0.1311,3.329932,191.426544,43377.875,0.665986,0,,,,,,,,
200.060013,191.434158,0.131113,3.330271,191.434158,43379.59766,0.666054,0,,,,,,,,
200.080017,191.410507,0.131122,3.330505,191.410507,43374.23828,0.666101,0,,,,,,,,
200.100006,191.498291,0.131135,3.330818,191.498291,43394.12891,0.666164,0,,,,,,,,
200.12001,191.452194,0.131146,3.331105,191.452194,43383.6875,0.666221,0,,,,,,,,
200.140015,191.481445,0.131161,3.331495,191.481445,43390.31641,0.666299,0,,,,,,,,
200.160004,191.587662,0.131182,3.332016,191.587662,43414.38281,0.666403,0,,,,,,,,
200.180008,191.758804,0.131196,3.332381,191.758804,43453.16797,0.666476,0,,,,,,,,
200.200012,191.811707,0.131204,3.332589,191.811707,43465.15234,0.666518,0,,,,,,,,
200.220016,191.719116,0.131211,3.332771,191.719116,43444.17188,0.666554,0,,,,,,,,
200.240005,191.632141,0.131218,3.332927,191.632141,43424.46094,0.666586,0,,,,,,,,
200.26001,191.580444,0.131225,3.33311,191.580444,43412.74609,0.666622,0,,,,,,,,
200.280014,191.5047,0.131239,3.333474,191.5047,43395.58203,0.666695,0,,,,,,,,
200.300003,191.629349,0.131253,3.333839,191.629349,43423.83203,0.666768,0,,,,,,,,
200.320007,191.786453,0.131272,3.334308,191.786453,43459.42969,0.666862,0,,,,,,,,
200.340012,191.83815,0.131285,3.334646,191.83815,43471.14453,0.666929,0,,,,,,,,
200.360016,191.919907,0.131296,3.334907,191.919907,43489.67188,0.666981,0,,,,,,,,
200.380005,191.955978,0.131318,3.335479,191.955978,43497.84375,0.667096,0,,,,,,,,
200.400009,192.126724,0.131334,3.335896,192.126724,43536.53516,0.667179,0,,,,,,,,
200.420013,192.239746,0.131348,3.336235,192.239746,43562.14844,0.667247,0,,,,,,,,
200.440002,192.270996,0.131365,3.336677,192.270996,43569.22656,0.667336,0,,,,,,,,
200.460007,192.432922,0.131381,3.337068,192.432922,43605.92188,0.667414,0,,,,,,,,
200.480011,192.466583,0.131388,3.33725,192.466583,43613.54688,0.66745,0,,,,,,,,
200.500015,192.358368,0.131399,3.337537,192.358368,43589.02734,0.667507,0,,,,,,,,
200.520004,192.373199,0.131409,3.337797,192.373199,43592.39063,0.66756,0,,,,,,,,
200.540009,192.425308,0.131424,3.338162,192.425308,43604.19531,0.667632,0,,,,,,,,
200.560013,192.433716,0.131433,3.338396,192.433716,43606.10156,0.667679,0,,,,,,,,
200.580017,192.369202,0.131443,3.338656,192.369202,43591.48438,0.667731,0,,,,,,,,
200.600006,192.468994,0.131457,3.338995,192.468994,43614.09375,0.667799,0,,,,,,,,
200.62001,192.47821,0.131474,3.339438,192.47821,43616.18359,0.667888,0,,,,,,,,
200.640015,192.715881,0.131496,3.340011,192.715881,43670.04297,0.668002,0,,,,,,,,
200.660004,192.778,0.131511,3.340376,192.778,43684.11719,0.668075,0,,,,,,,,
200.680008,192.781998,0.131513,3.340427,192.781998,43685.02344,0.668086,0,,,,,,,,
200.700012,192.697845,0.131522,3.340662,192.697845,43665.95313,0.668132,0,,,,,,,,
200.720016,192.786011,0.131545,3.341235,192.786011,43685.93359,0.668247,0,,,,,,,,
200.740005,192.913055,0.131557,3.341547,192.913055,43714.72266,0.66831,0,,,,,,,,
200.76001,192.911057,0.131571,3.341912,192.911057,43714.26953,0.668382,0,,,,,,,,
200.780014,193.022476,0.131587,3.342303,193.022476,43739.51563,0.668461,0,,,,,,,,
200.800003,193.024078,0.131594,3.342485,193.024078,43739.88281,0.668497,0,,,,,,,,
200.820007,193.028488,0.131606,3.342797,193.028488,43740.87891,0.668559,0,,,,,,,,
200.840012,192.949127,0.131612,3.342953,192.949127,43722.89453,0.668591,0,,,,,,,,
200.860016,193.052139,0.131633,3.343474,193.052139,43746.24219,0.668695,0,,,,,,,,
200.880005,193.237701,0.131653,3.343996,193.237701,43788.28516,0.668799,0,,,,,,,,
200.900009,193.232483,0.13166,3.344151,193.232483,43787.10547,0.66883,0,,,,,,,,
200.920013,193.27858,0.131674,3.344516,193.27858,43797.55078,0.668903,0,,,,,,,,
200.940002,193.271759,0.131689,3.344907,193.271759,43796.00391,0.668981,0,,,,,,,,
200.960007,193.382782,0.131707,3.345349,193.382782,43821.16406,0.66907,0,,,,,,,,
200.980011,193.559128,0.131718,3.345636,193.559128,43861.125,0.669127,0,,,,,,,,
201.000015,193.448517,0.131725,3.345818,193.448517,43836.05859,0.669164,0,,,,,,,,
201.020004,193.43248,0.131733,3.346026,193.43248,43832.42578,0.669205,0,,,,,,,,
201.040009,193.43248,0.131751,3.346469,193.43248,43832.42578,0.669294,0,,,,,,,,
201.060013,193.451324,0.131766,3.34686,193.451324,43836.69531,0.669372,0,,,,,,,,
201.080017,193.645294,0.131776,3.34712,193.645294,43880.64844,0.669424,0,,,,,,,,
201.100006,193.563538,0.131787,3.347381,193.563538,43862.12109,0.669476,0,,,,,,,,
201.12001,193.572754,0.131801,3.347746,193.572754,43864.21094,0.669549,0,,,,,,,,
201.140015,193.704208,0.13181,3.34798,193.704208,43894,0.669596,0,,,,,,,,
201.160004,193.515442,0.13181,3.34798,193.515442,43851.22656,0.669596,0,,,,,,,,
201.180008,193.409241,0.131814,3.348084,193.409241,43827.15625,0.669617,0,,,,,,,,
201.200012,193.382782,0.131841,3.348761,193.382782,43821.16406,0.669752,0,,,,,,,,
201.220016,193.803604,0.131877,3.349673,193.803604,43916.52344,0.669935,0,,,,,,,,
201.240005,194.143478,0.131894,3.350115,194.143478,43993.53906,0.670023,0,,,,,,,,
201.26001,194.258102,0.13191,3.350506,194.258102,44019.51563,0.670101,0,,,,,,,,
201.280014,194.330643,0.131925,3.350897,194.330643,44035.95313,0.670179,0,,,,,,,,
201.300003,194.357101,0.131941,3.351313,194.357101,44041.94531,0.670263,0,,,,,,,,
201.320007,194.482544,0.131956,3.351678,194.482544,44070.37109,0.670336,0,,,,,,,,
201.340012,194.475327,0.131965,3.351912,194.475327,44068.73828,0.670382,0,,,,,,,,
201.360016,194.382339,0.131969,3.352016,194.382339,44047.66797,0.670403,0,,,,,,,,
201.380005,194.331848,0.131978,3.352251,194.331848,44036.22656,0.67045,0,,,,,,,,
201.400009,194.264114,0.131986,3.352433,194.264114,44020.875,0.670487,0,,,,,,,,
201.420013,194.275742,0.131999,3.352772,194.275742,44023.51172,0.670554,0,,,,,,,,
201.440002,194.307404,0.13201,3.353058,194.307404,44030.68359,0.670612,0,,,,,,,,
201.460007,194.304993,0.132025,3.353423,194.304993,44030.14063,0.670685,0,,,,,,,,
201.480011,194.478134,0.132046,3.35397,194.478134,44069.37109,0.670794,0,,,,,,,,
201.500015,194.585541,0.132063,3.354412,194.585541,44093.71094,0.670882,0,,,,,,,,
201.520004,194.759888,0.132078,3.354777,194.759888,44133.21875,0.670955,0,,,,,,,,
201.540009,194.840439,0.132096,3.355246,194.840439,44151.47266,0.671049,0,,,,,,,,
201.560013,194.919403,0.132112,3.355636,194.919403,44169.36719,0.671127,0,,,,,,,,
201.580017,194.920197,0.132118,3.355793,194.920197,44169.54688,0.671159,0,,,,,,,,
201.600006,194.891342,0.132129,3.356079,194.891342,44163.00781,0.671216,0,,,,,,,,
201.62001,194.893753,0.132144,3.35647,194.893753,44163.55469,0.671294,0,,,,,,,,
201.640015,194.98793,0.132155,3.35673,194.98793,44184.89844,0.671346,0,,,,,,,,
201.660004,195.029617,0.132172,3.357173,195.029617,44194.33984,0.671435,0,,,,,,,,
201.680008,195.107773,0.132188,3.357563,195.107773,44212.05469,0.671513,0,,,,,,,,
201.700012,195.194748,0.132201,3.357902,195.194748,44231.76172,0.67158,0,,,,,,,,
201.720016,195.267685,0.132217,3.358319,195.267685,44248.28906,0.671664,0,,,,,,,,
201.740005,195.377502,0.132232,3.358683,195.377502,44273.17188,0.671737,0,,,,,,,,
201.76001,195.39032,0.132242,3.358943,195.39032,44276.07813,0.671789,0,,,,,,,,
201.780014,195.391525,0.132255,3.359282,195.391525,44276.34766,0.671856,0,,,,,,,,
201.800003,195.429199,0.132271,3.359673,195.429199,44284.88672,0.671935,0,,,,,,,,
201.820007,195.546234,0.132282,3.359959,195.546234,44311.41016,0.671992,0,,,,,,,,
201.840012,195.474091,0.132292,3.36022,195.474091,44295.0625,0.672044,0,,,,,,,,
201.860016,195.425995,0.132296,3.360324,195.425995,44284.16016,0.672065,0,,,,,,,,
201.880005,195.316986,0.132306,3.360584,195.316986,44259.46094,0.672117,0,,,,,,,,
201.900009,195.365082,0.132319,3.360897,195.365082,44270.35938,0.672179,0,,,,,,,,
201.920013,195.416382,0.132331,3.361209,195.416382,44281.98047,0.672242,0,,,,,,,,
201.940002,195.545425,0.132354,3.361782,195.545425,44311.22656,0.672356,0,,,,,,,,
201.960007,195.68811,0.132367,3.362121,195.68811,44343.55859,0.672424,0,,,,,,,,
201.980011,195.639618,0.132372,3.362251,195.639618,44332.57031,0.67245,0,,,,,,,,
202.000015,195.515778,0.132375,3.362329,195.515778,44304.50391,0.672466,0,,,,,,,,
202.020004,195.389923,0.132384,3.362563,195.389923,44275.98828,0.672513,0,,,,,,,,
202.040009,195.520584,0.1324,3.362954,195.520584,44305.59766,0.672591,0,,,,,,,,
202.060013,195.539017,0.132413,3.363293,195.539017,44309.77344,0.672659,0,,,,,,,,
202.080017,195.634399,0.132428,3.363683,195.634399,44331.38672,0.672737,0,,,,,,,,
202.100006,195.727783,0.132447,3.364152,195.727783,44352.54688,0.67283,0,,,,,,,,
202.12001,195.846024,0.13246,3.364491,195.846024,44379.33984,0.672898,0,,,,,,,,
202.140015,195.826782,0.132463,3.364569,195.826782,44374.98047,0.672914,0,,,,,,,,
202.160004,195.665665,0.132463,3.364569,195.665665,44338.47266,0.672914,0,,,,,,,,
202.180008,195.48291,0.132468,3.364699,195.48291,44297.05859,0.67294,0,,,,,,,,
202.200012,195.524994,0.132494,3.36535,195.524994,44306.59375,0.67307,0,,,,,,,,
202.220016,196.006332,0.132526,3.366157,196.006332,44415.66797,0.673231,0,,,,,,,,
202.240005,196.235992,0.132543,3.3666,196.235992,44467.70703,0.67332,0,,,,,,,,
202.26001,196.284073,0.132552,3.366809,196.284073,44478.60547,0.673362,0,,,,,,,,
202.280014,196.206726,0.132564,3.367121,196.206726,44461.07813,0.673424,0,,,,,,,,
202.300003,196.320145,0.13258,3.367537,196.320145,44486.78125,0.673508,0,,,,,,,,
202.320007,196.369446,0.132592,3.367824,196.369446,44497.94922,0.673565,0,,,,,,,,
202.340012,196.418747,0.132605,3.368163,196.418747,44509.125,0.673633,0,,,,,,,,
202.360016,196.516129,0.13262,3.368553,196.516129,44531.19141,0.673711,0,,,,,,,,
202.380005,196.555405,0.132636,3.368944,196.555405,44540.08984,0.673789,0,,,,,,,,
202.400009,196.633972,0.132641,3.369074,196.633972,44557.89453,0.673815,0,,,,,,,,
202.420013,196.355423,0.132642,3.3691,196.355423,44494.77344,0.67382,0,,,,,,,,
202.440002,196.362228,0.13266,3.369569,196.362228,44496.3125,0.673914,0,,,,,,,,
202.460007,196.600708,0.132684,3.370168,196.600708,44550.35547,0.674034,0,,,,,,,,
202.480011,196.810318,0.1327,3.370585,196.810318,44597.85156,0.674117,0,,,,,,,,
202.500015,196.871628,0.132714,3.370923,196.871628,44611.74609,0.674185,0,,,,,,,,
202.520004,196.81752,0.132718,3.371027,196.81752,44599.48438,0.674205,0,,,,,,,,
202.540009,196.730957,0.132722,3.371131,196.730957,44579.87109,0.674226,0,,,,,,,,
202.560013,196.664825,0.132732,3.371392,196.664825,44564.88672,0.674278,0,,,,,,,,
202.580017,196.626755,0.132739,3.371574,196.626755,44556.25781,0.674315,0,,,,,,,,
202.600006,196.589478,0.132752,3.371913,196.589478,44547.8125,0.674383,0,,,,,,,,
202.62001,196.658813,0.132768,3.372303,196.658813,44563.52344,0.674461,0,,,,,,,,
202.640015,196.777847,0.132782,3.372668,196.777847,44590.49609,0.674534,0,,,,,,,,
202.660004,196.93335,0.132804,3.373215,196.93335,44625.73047,0.674643,0,,,,,,,,
202.680008,197.069626,0.132819,3.373605,197.069626,44656.61719,0.674721,0,,,,,,,,
202.700012,197.245972,0.132838,3.374074,197.245972,44696.57422,0.674815,0,,,,,,,,
202.720016,197.28685,0.132857,3.374569,197.28685,44705.83984,0.674914,0,,,,,,,,
202.740005,197.475616,0.132871,3.374934,197.475616,44748.61328,0.674987,0,,,,,,,,
202.76001,197.495255,0.132882,3.375194,197.495255,44753.0625,0.675039,0,,,,,,,,
202.780014,197.478027,0.132892,3.375454,197.478027,44749.16016,0.675091,0,,,,,,,,
202.800003,197.453171,0.132901,3.375689,197.453171,44743.52734,0.675138,0,,,,,,,,
202.820007,197.398666,0.132909,3.375897,197.398666,44731.17578,0.675179,0,,,,,,,,
202.840012,197.428329,0.132924,3.376262,197.428329,44737.89844,0.675252,0,,,,,,,,
202.860016,197.467209,0.132925,3.376288,197.467209,44746.70703,0.675258,0,,,,,,,,
202.880005,197.323318,0.132941,3.376704,197.323318,44714.10156,0.675341,0,,,,,,,,
202.900009,197.526917,0.13297,3.377434,197.526917,44760.23828,0.675487,0,,,,,,,,
202.920013,197.798248,0.132988,3.377903,197.798248,44821.72266,0.675581,0,,,,,,,,
202.940002,197.912872,0.133001,3.378215,197.912872,44847.69922,0.675643,0,,,,,,,,
202.960007,197.910873,0.13301,3.378449,197.910873,44847.24219,0.67569,0,,,,,,,,
202.980011,197.880005,0.133019,3.378684,197.880005,44840.24609,0.675737,0,,,,,,,,
203.000015,197.935318,0.133031,3.378996,197.935318,44852.78125,0.675799,0,,,,,,,,
203.020004,197.831924,0.133033,3.379048,197.831924,44829.35547,0.67581,0,,,,,,,,
203.040009,197.693649,0.133041,3.37923,197.693649,44798.01953,0.675846,0,,,,,,,,
203.060013,197.641144,0.133049,3.379439,197.641144,44786.12109,0.675888,0,,,,,,,,
203.080017,197.659973,0.133064,3.37983,197.659973,44790.38672,0.675966,0,,,,,,,,
203.100006,197.796646,0.13308,3.38022,197.796646,44821.35938,0.676044,0,,,,,,,,
203.12001,197.859573,0.1331,3.380741,197.859573,44835.61719,0.676148,0,,,,,,,,
203.140015,198.209457,0.133127,3.381418,198.209457,44914.90234,0.676284,0,,,,,,,,
203.160004,198.445923,0.133147,3.381939,198.445923,44968.48438,0.676388,0,,,,,,,,
203.180008,198.437912,0.133151,3.382043,198.437912,44966.67188,0.676409,0,,,,,,,,
203.200012,198.318069,0.133157,3.3822,198.318069,44939.51563,0.67644,0,,,,,,,,
203.220016,198.253143,0.13317,3.382512,198.253143,44924.80469,0.676502,0,,,,,,,,
203.240005,198.333298,0.13319,3.383033,198.333298,44942.96484,0.676607,0,,,,,,,,
203.26001,198.636703,0.133212,3.38358,198.636703,45011.71875,0.676716,0,,,,,,,,
203.280014,198.666763,0.133223,3.383866,198.666763,45018.53125,0.676773,0,,,,,,,,
203.300003,198.713654,0.133227,3.38397,198.713654,45029.15625,0.676794,0,,,,,,,,
203.320007,198.623077,0.133247,3.384465,198.623077,45008.62891,0.676893,0,,,,,,,,
203.340012,198.689606,0.13326,3.384804,198.689606,45023.70703,0.676961,0,,,,,,,,
203.360016,198.782578,0.133274,3.385168,198.782578,45044.77344,0.677034,0,,,,,,,,
